comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
for that amount of money a bezel like that is scandalous,amount money bezel like scandal,"{'neg': 0.345, 'neu': 0.357, 'pos': 0.298, 'compound': -0.1027}",-0.1027,neutral
I can't wait for JerryRig to let us see how that sexy hinge works,cant wait jerryrig let us see sexi hing work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
️,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Waiting,wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
":( not for mexico, i love to buy  one",mexico love buy one,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
im ditching the iphone for this. so cool Google!,im ditch cool,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.3182,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Wow that really cool,wow realli cool,"{'neg': 0.0, 'neu': 0.141, 'pos': 0.859, 'compound': 0.7269}",0.7269,positive
I am disappointed you have decided not to launch the Pixel Fold in Australia.,disappoint decid launch australia,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
Explain me why this product should exist instead of just releasing Galaxy Z Fold Google Play edition or something.,explain product exist instead releas galaxi z play edit someth,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,neutral
just loooovvvvveeeee  can't wait,loooovvvvveeee cant wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I want one,want one,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
My iPhone will now be my backup,backup,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I want it, but since it's using the same tensor chip as the 6 and 7. I gotta pass. Had terrible reception. First google phone I'm skipping since the Galaxy nexus...",want sinc use tensor chip got ta pass terribl recept first im skip sinc galaxi nexus,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",0.0772,neutral
In Mexico it’s Cheaper than the Samsung Fold 4,mexico cheaper samsung,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Why no stylus to improve the productivity through this device?,stylus improv product devic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"""El Pozole es popular pero muy PICOSO""",el pozol es popular pero muy picoso,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,positive
Well it's official Samsung and Google should team up to drop apple off the market,well offici samsung team drop appl market,"{'neg': 0.228, 'neu': 0.543, 'pos': 0.228, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Nice,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
Are people going to buy this? I thought the trend is going towards smaller phones...I would love to see a Google Pixel flip phone.,peopl go buy thought trend go toward smaller si would love see flip,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,positive
incroyable,incroy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google when will you arrive in Malaysia. I am waiting,arriv malaysia wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Steep price though,steep price though,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Looks weird Todd I can't believe I'm buying it,look weird todd cant believ im buy,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.1779}",-0.1779,negative
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hot!,hot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google pls launch your online store also in middle East/ GCC countries,pls launch onlin store also middl east gcc countri,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0772,neutral
Price too high. 1400 seems reasonable,price high seem reason,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Z fold user here. I'm switching as soon as this is available. Samsung ecosystem is trash and I've been waiting for a device to switch to. The user interface they force on us is like force feeding me internet explorer in 2039,z r im switch soon avail samsung ecosystem trash ive wait devic switch r interfac forc us like forc feed internet explor,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,neutral
"1800 bucks, oof.. it's like they don't want to sell too many, as it makes them no money... statement, nothing more",buck oof like dont want sell mani make money statement noth,"{'neg': 0.096, 'neu': 0.707, 'pos': 0.197, 'compound': 0.3134}",0.3134,neutral
"It's a nice phone, but those bezles are a little too thick for my taste. I'll stick with my 7 Pro for now. Hopefully the Pixel Fold 2's bezels will be slimmer.",nice bezl littl thick tast ill stick pro hope bezel slimmer,"{'neg': 0.17, 'neu': 0.485, 'pos': 0.345, 'compound': 0.4404}",0.4404,positive
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
It's revolution Johnny,revolut johnni,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Large Bezel,larg bezel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"00:03
Pixel duo is sad.
️",duo sad,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Please add more privacy and security theft can hard reset phone and can easily bypass android. Hard reset bios should not be on android please @Google do something about it,pleas add privaci secur theft hard reset easili bypass android hard reset bio android pleas someth,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.2023}",-0.2023,negative
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Give me 399 off instead of the watch and more than 380 dollars to trade-in my Pixel 7 Pro and I'm sold,give instead dollar tradein pro im sold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Uh oh Sammy watch out lol,uh oh sammi lol,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,positive
$1800 lmao,lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,positive
"""Thanks for nothing"" -Australia",thank noth australia,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,neutral
"$1,700?!  Ahh... No.",ahh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Gimmicky just like Samsung, but I guess it has a purpose, but not for me.",gimmicki like samsung guess purpos,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,neutral
too expensive,expens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hey google why 7a at 128gb in 2023? Who knows google one is free for lifetime as you can fire any people or decision,hey gb know one free time fire peopl decis,"{'neg': 0.189, 'neu': 0.551, 'pos': 0.26, 'compound': 0.2263}",0.2263,neutral
What a beautiful phone . I'm switching from my Z Fold 3 to Pixel Fold . Great job Google!!!!,beauti im switch z great job,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
",",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"No stylus capability? No, thanks",stylus capabl thank,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,neutral
Google please reply,pleas repli,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Those bezels though so pREmiUM, especially when the Samsung fold exists..

Not a hater but a little disappointed, Hoping that the second release will be better b\c mocking Apple when having this.. had the 6 pro, now the 7 pro..",bezel though premium especi samsung existsnot hater littl disappoint hope second releas better bc mock appl pro pro,"{'neg': 0.306, 'neu': 0.48, 'pos': 0.214, 'compound': -0.3612}",-0.3612,negative
Does google reply,repli,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"People need to stop saying folding phones are OVERPRICED.
Folding phones ain't for the PEASANT class.
Just admit you are POOR...",peopl need stop say ing overpriced aint peasant classjust admit poor,"{'neg': 0.463, 'neu': 0.537, 'pos': 0.0, 'compound': -0.7088}",-0.7088,negative
Anotner overproced foldable....,anotn overproc e,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
The piece of ** made by google,piec made,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I am here,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Far too much for the out of date hardware,far much date hardwar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Crease!,creas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
heh,heh,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neutral
"Lmao a bad 2020 chip from Samsung on a 1800 dollar phone, belongs to the trash",lmao bad chip samsung dollar belong trash,"{'neg': 0.282, 'neu': 0.403, 'pos': 0.315, 'compound': 0.1027}",0.1027,neutral
"Too late for April fools, no?",late april fool,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
MKBHD did it first,mkbhd first,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Anyone want to buy me one please?,anyon want buy one pleas,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,neutral
Overpriced phone,overpr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"hope you enjoyed this different, sit down & talk video. was kind of freeing to not rely on a script, ahaha.",hope enjoy differ sit talk kind free reli script ahaha,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.9153}",0.9153,positive
"It looks a bit, ""prototype-y"" but I kinda like it and I'm interested in it as much as with the Pixel Tablet.

I hope they focus on making the UI easily fit both normal displays and wide displays (for example by replacing popup screens from the bottom and make them popup at the center) and also push developers to fit their apps UI for tablets and foldables.",look bit prototypey kinda like im interest much teti hope focus make ui easili fit normal wide exampl replac popup bottom make popup center also push develop fit app ui tet es,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.8966}",0.8966,positive
"Foldable prices are ridiculous. For $1800 USD , I would rather buy myself a nice 4k TV or a massively better laptop than my 12 year old HP m6. Unless they become the only phone option, I really don't see myself getting one",e price ridicul usd would rather buy nice k tv massiv better laptop old hp unless becom option realli dont see get one,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6908}",0.6908,positive
"Well, if it's going to cost as much as two 7 Pro's, it should have 2x processors and batteries.I bought the 7 Pro 512 as soon as it was released (Ordered October 6, 2022 and paid $1187.47 with tax). I like the camera much better than my previous Note 20 Ultra although the battery life isn't that great with either.",well go cost much two pros x processor batteriesi bought pro soon releas order octob paid tax like camera much better previous ultra although isnt great either,"{'neg': 0.1, 'neu': 0.671, 'pos': 0.229, 'compound': 0.4949}",0.4949,positive
"The weight is about the same as the Surface Duo 2's, which I found fine. Hoping the rumors about the price aren't true, though. Heard different ones that it's more like $1400. If they're throwing in a free Pixel Watch, that eases the sting some since I'm just going to sell it.",weight surfac duo found fine hope rumor price arent true though heard differ one like theyr throw free eas sting sinc im go sell,"{'neg': 0.073, 'neu': 0.597, 'pos': 0.33, 'compound': 0.8002}",0.8002,positive
"Without trade-ins, or a sale;  Z Fold 4 here in Canada, is going for 2500-2800 (CA) Insane!!",without tradein sale z canada go ca insan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I thought it was announcing in may at Google IO and shipping around June,thought announc may io ship around june,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Samsung needs to watch out for the competition from Xiaomi, OPPO & Google. These brands are awesome but close to being in par with Samsung",samsung need competit xiaomi oppo brand awesom close par samsung,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"This video is so good that Im stealing this footage 

But Im glad to see the growth and you finding new stuff to jump into",good im steal footag im glad see growth find new stuff jump,"{'neg': 0.162, 'neu': 0.406, 'pos': 0.431, 'compound': 0.6486}",0.6486,positive
plenty of cases available on aliexpress already,plenti case avail aliexpress alreadi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Yeah google really needs to bump up the power and performance on the pixel 8 series.,yeah realli need bump power perform seri,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.296,neutral
This should be a great upgrade from my pixel 6!,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
"Screw the OUTSIDE SCREEN. WHAT ABOUT those inside BEZELS. And the chip set, the level of bugs on their own devices, etc.?",screw outsid insid bezel chip set level bug devic etc,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",-0.1027,neutral
When you said rye price I just spat my tea out!,said rye price spat tea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
And the G2 might perform ok. But the worry for me would be battery life. As the Pixel 7 Pro is shite.,g might perform ok worri would pro shite,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.296,neutral
Yea that Tensor 2 Googles software isn't gonna be enough for this phone. I can see heating and battery issues. 2 Screens I mean. ️,yea tensor softwar isnt gon na enough see heat issu mean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I believe it's better we focus on our core competence and workaround to address a bug free environment. The core issue with foldable is that niether its a viable project nor it attract the attention of people .screen aspect ratio bulky product hinges crease weight costing there are endless issues surrounding to the concept so its better come up with some innovative concept that will take the journey of end users to next level .,believ better focus core compet workaround address bug free environ core issu e niether vie project attract attent peopl aspect ratio bulki product hing creas weight cost endless issu surround concept better come innov concept take journey end rs next level,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.891}",0.891,positive
"To answer the question you asked 53 seconds in, you clearly meant ""foray"" - meaning to venture into an enemy's territory. You used the word ""foyer"", a word meaning a lobby. The pronunciation you used is closer to the original French word or the way the Brits say it.  
https://www.youtube.com/watch?v=PxwmPYf2riw",answer question ask second clear meant foray mean ventur enemi territori word foyer word mean lobbi pronunci closer origin french word way brit say,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}",0.3818,neutral
